Chromosome	Start	Stop	Length	Strand	Gene Symbol	gene_id	gene_name	gene_type	havana_gene	hgnc_id	level	ont	A1	A2	A3	A5	HD4	H5	H6	A4	H1	H2
X	49071470	49079888	8418	-	ENSG00000288053.1	ENSG00000288053.1	ENSG00000288053	protein_coding	OTTHUMG00000193820.1	---	2	---	4.29936	22.5779	42.8243	5.17911e-13	11.8455	18.2448	33.1625	9.79667	5.10173	26.671
6	145784406	145786560	2154	-	ENSG00000288056.1	ENSG00000288056.1	ENSG00000288056	lncRNA	OTTHUMG00000194916.1	---	2	---	0	3	2	2	3	1	5	0	2	1
11	123062596	123084878	22282	+	ENSG00000288061.3	ENSG00000288061.3	ENSG00000288061	lncRNA	OTTHUMG00000193944.1	---	2	---	10.0009	31	69	92	43	49.9801	33.9999	50	21	11.9994
2	71112877	71117407	4530	+	ENSG00000288065.1	ENSG00000288065.1	ENSG00000288065	lncRNA	OTTHUMG00000195765.1	---	2	---	0	2	0	2	11	1	6	0	0	0
2	151796688	151798689	2001	+	ENSG00000288066.1	ENSG00000288066.1	ENSG00000288066	lncRNA	OTTHUMG00000195803.1	---	2	---	8	8	30	12	42	42	42	13	11	10
4	9034519	9381270	346751	-	ENSG00000288075.1	ENSG00000288075.1	ENSG00000288075	lncRNA	OTTHUMG00000193553.3	---	2	---	0	0	2	8	2	3	5	0	2	2
2	239493587	239496698	3111	-	ENSG00000288082.1	ENSG00000288082.1	ENSG00000288082	lncRNA	OTTHUMG00000195577.1	---	2	---	0	6	6	8	163	195	136	3	24	40
1	161399998	161401869	1871	+	ENSG00000288093.1	ENSG00000288093.1	ENSG00000288093	lncRNA	OTTHUMG00000194040.1	---	2	---	13	14	8	18	14	6	12	6	7	9
5	141320910	141325986	5076	+	ENSG00000288095.2	ENSG00000288095.2	ENSG00000288095	lncRNA	OTTHUMG00000194863.1	---	2	---	0	5	11	1	3	0	0	0	3	1
8	143888500	143901589	13089	+	ENSG00000288096.1	ENSG00000288096.1	ENSG00000288096	lncRNA	OTTHUMG00000195651.1	---	2	---	10	15	21	58	4	10	7	4	0	1
17	67658015	67659466	1451	-	ENSG00000288109.1	ENSG00000288109.1	ENSG00000288109	lncRNA	OTTHUMG00000195409.1	---	2	---	0	0	0	0	7	6	6	0	2	1
19	2293173	2295782	2609	+	ENSG00000288156.1	ENSG00000288156.1	ENSG00000288156	lncRNA	OTTHUMG00000180420.3	---	2	---	286	704	634	1062	1038	1278	1120	265	457	400
1	45329262	45491156	161894	-	ENSG00000288208.1	ENSG00000288208.1	ENSG00000288208	protein_coding	OTTHUMG00000195938.1	---	2	---	4.90491	2.14003e-13	0.00104452	1.88425	8.5857	1.24768	0.0134765	1.0568e-20	2.19397e-05	7.56206e-06
9	137294935	137300190	5255	+	ENSG00000288234.1	ENSG00000288234.1	ENSG00000288234	lncRNA	OTTHUMG00000195889.1	---	2	---	3	0	0	3	4	1	2	1	0	1
19	52453580	52458837	5257	+	ENSG00000288253.1	ENSG00000288253.1	ENSG00000288253	lncRNA	OTTHUMG00000195906.1	---	2	---	0	0	1	0	9	10	11	0	1	4
X	155061622	155065520	3898	-	ENSG00000288258.1	ENSG00000288258.1	ENSG00000288258	protein_coding	OTTHUMG00000156241.5	---	2	---	0.00292347	6.79713e-15	1.69669	29.9265	1.34651e-12	0.00112305	7.82376e-11	25.3126	3.87958e-06	8.65759e-09
14	101120513	101121312	799	-	ENSG00000288302.3	ENSG00000288302.3	ENSG00000288302	lncRNA	OTTHUMG00000195885.1	---	2	---	43.8321	20.9432	72.6542	80	54.6529	29	98.5631	45	46.9398	67.7075
5	70775506	70778476	2970	-	ENSG00000288349.1	ENSG00000288349.1	ENSG00000288349	processed_pseudogene	OTTHUMG00000162423.5	---	1	PGO:0000004	3.11618	224.381	412.725	1.03774e-32	5.51408e-09	1.24904	1.85239e-27	0	4.04813	5.14178e-15
1	16228674	16231336	2662	-	ENSG00000288398.1	ENSG00000288398.1	ENSG00000288398	lncRNA	OTTHUMG00000195922.1	---	2	---	1	5	18	6	20	26	14	9	3	5
6	30908242	30926460	18218	+	ENSG00000288473.1	ENSG00000288473.1	ENSG00000288473	lncRNA	OTTHUMG00000031263.3	---	2	---	8.25802e-13	4.09595e-13	4.4023	3.03245	19.0316	10.3999	0.00376803	0.00922368	8.26212e-09	1.42684e-08
6	154159828	154510115	350287	-	ENSG00000288520.1	ENSG00000288520.1	ENSG00000288520	protein_coding	OTTHUMG00000195928.1	---	2	---	6.51046e-13	1.28641e-18	6.35748e-16	1.61335e-31	11.8689	28.8097	0.154477	5.08479e-37	1.63893e-09	2.99813
11	57712582	57818432	105850	+	ENSG00000288534.1	ENSG00000288534.1	ENSG00000288534	protein_coding	OTTHUMG00000167384.3	---	2	---	3.29889e-07	2.90787	15.6633	1.88217e-06	13.1277	24.7077	32.098	7.47486e-08	1.64402	6.94608
11	78223815	78225910	2095	+	ENSG00000288538.1	ENSG00000288538.1	ENSG00000288538	lncRNA	OTTHUMG00000166595.2	---	2	---	7	10	16	4	9	2	8	8	6	2
7	107563971	107623318	59347	+	ENSG00000288558.3	ENSG00000288558.3	DUS4L-BCAP29	protein_coding	OTTHUMG00000195970.2	HGNC:54422	2	---	29.7344	26.0422	105.613	63.5002	58.0039	72.9935	113.134	64.4319	19.7843	21.489
10	73247342	73248269	927	-	ENSG00000288559.1	ENSG00000288559.1	ENSG00000288559	lncRNA	OTTHUMG00000018461.4	---	2	---	0	2	2	0	2	3	0	1	1	0
1	186624700	186626620	1920	+	ENSG00000288562.1	ENSG00000288562.1	ENSG00000288562	lncRNA	OTTHUMG00000035581.4	---	2	---	3	7	0	1	6	4	2	0	1	8
6	43051066	43058186	7120	-	ENSG00000288564.1	ENSG00000288564.1	ENSG00000288564	protein_coding	OTTHUMG00000195946.1	---	2	---	1.86719e-06	2.08822e-19	2.9768e-09	6.6915e-09	8.42722	4.83452	4.99992e-10	1.06647e-21	0.388714	4.07675e-08
2	191733428	191741098	7670	+	ENSG00000288582.2	ENSG00000288582.2	ENSG00000288582	lncRNA	OTTHUMG00000195942.2	---	2	---	21.2319	18.4655	1.03607	178.775	26.5308	26.7564	15.3711	87.9327	55.3137	7.35098
9	35603437	35605140	1703	-	ENSG00000288586.1	ENSG00000288586.1	ENSG00000288586	lncRNA	OTTHUMG00000195966.1	---	2	---	0	1	6	3	0	3	14	0	1	2
6	31400702	31463706	63004	+	ENSG00000288587.1	ENSG00000288587.1	ENSG00000288587	lncRNA	OTTHUMG00000195950.1	---	2	---	38.313	70.2715	73.7151	0.000510327	250.598	309.876	233.735	10.0642	114.524	151.457
8	66667615	66685565	17950	+	ENSG00000288596.2	ENSG00000288596.2	C8orf44	lncRNA	OTTHUMG00000196012.1	HGNC:25646	2	---	34.1988	22.3281	116.662	96	38.7906	36.6381	56.6244	59.6428	34.2821	32.7395
13	41517168	41590463	73295	+	ENSG00000288598.2	ENSG00000288598.2	ENSG00000288598	lncRNA	OTTHUMG00000196020.1	---	2	---	23.0272	32.0118	12	56	2	2	2	9	0	2
8	66667596	66860473	192877	+	ENSG00000288602.1	ENSG00000288602.1	C8orf44-SGK3	protein_coding	OTTHUMG00000196011.1	HGNC:48354	2	---	2.8059	14.7283	4.33805	2.61269e-15	9.02448	10.362	25.1944	3.72765	10.2312	14.4429
15	79923142	79923491	349	-	ENSG00000288604.1	ENSG00000288604.1	ENSG00000288604	transcribed_processed_pseudogene	OTTHUMG00000196015.1	---	2	PGO:0000004 | PGO:0000019	10.0443	85.3762	40.007	14.4076	93.6334	78.9407	67.8368	17.9403	3.21311	42.2643
14	103118351	103120148	1797	+	ENSG00000288610.1	ENSG00000288610.1	ENSG00000288610	lncRNA	---	---	2	---	0	0	1	3	0	1	2	4	1	1
8	52939182	52943735	4553	+	ENSG00000288611.1	ENSG00000288611.1	NPBWR1	protein_coding	OTTHUMG00000164275.1	HGNC:4522	2	---	0	1	5	0	3	7	3	0	1	5
6	3023472	3027427	3955	+	ENSG00000288612.1	ENSG00000288612.1	ENSG00000288612	lncRNA	---	---	2	---	189.843	255.165	211.991	275.724	148.045	144.597	94.6602	90.7454	130.147	34.4059
5	271670	438292	166622	+	ENSG00000288622.1	ENSG00000288622.1	PDCD6-AHRR	protein_coding	---	HGNC:54724	2	---	5.71681	5.45835	8.45548	2.88082	9.83718	24.9395	20.8214	3.55476	11.0849	6.24021
16	29442917	29613718	170801	-	ENSG00000288632.1	ENSG00000288632.1	ENSG00000288632	lncRNA	---	---	2	---	25.9304	10.4068	24.5222	3.94768	76.5752	76.9946	174.35	5.8931e-06	37.8582	29.8558
7	112450460	112490942	40482	+	ENSG00000288640.1	ENSG00000288640.1	ENSG00000288640	protein_coding	---	---	2	---	595.465	1326.97	600.104	530.301	1021.59	874.515	704.198	465.682	561.529	341.247
20	33666943	33668526	1583	+	ENSG00000288649.2	ENSG00000288649.2	ACTL10	protein_coding	---	HGNC:16127	2	---	1	0	5	7	4	6	6	9	0	0
12	53295492	53307175	11683	+	ENSG00000288663.1	ENSG00000288663.1	ENSG00000288663	lncRNA	---	---	2	---	113.431	99.5591	360.328	69.9608	438.408	309.473	331.417	126.127	170.913	220.152
1	161368022	161371965	3943	+	ENSG00000288670.1	ENSG00000288670.1	ENSG00000288670	lncRNA	---	---	2	---	1	3	18	7	38	55	22	0	17	6
1	226870184	226987546	117362	+	ENSG00000288674.1	ENSG00000288674.1	ENSG00000288674	protein_coding	---	---	2	---	3.44447	9.9231	18.3686	0.0147885	65.2978	53.4972	36.2031	0.00116549	12.3817	16.7712
11	797511	799191	1680	+	ENSG00000288675.1	ENSG00000288675.1	PANO1	protein_coding	OTTHUMG00000189301.4	HGNC:51237	2	---	0	0	1	1	2	0	3	3	0	1
22	18077989	18131721	53732	+	ENSG00000288683.1	ENSG00000288683.1	ENSG00000288683	protein_coding	OTTHUMG00000149970.5	---	2	---	1.52649	1.41982e-08	3.51178	0.00067272	0.00387567	4.31239	8.52363e-05	6.65779e-05	0.0819709	4.27981
9	32455323	32552604	97281	-	ENSG00000288684.1	ENSG00000288684.1	ENSG00000288684	protein_coding	---	---	2	---	42.3329	35.0573	45.4317	5.51307	296.175	196.921	192.716	27.1037	244.722	99.365
3	134485721	134951652	465931	+	ENSG00000288700.2	ENSG00000288700.2	ENSG00000288700	lncRNA	---	---	1 | 2	---	197.685	296.711	1052.08	214.744	2134.47	2463.33	2219.2	337.979	1170.42	1237.54
9	131373636	131500198	126562	+	ENSG00000288701.1	ENSG00000288701.1	PRRC2B	protein_coding	OTTHUMG00000020827.6	HGNC:28121	2	---	544	855.001	1256	325.066	2584	2120.99	2524	271.637	778.998	697
3	46065695	46104018	38323	+	ENSG00000288703.1	ENSG00000288703.1	ENSG00000288703	lncRNA	---	---	2	---	5	29	24	22	32	50	88	27	50	21
X	155382095	155383802	1707	+	ENSG00000288709.1	ENSG00000288709.1	F8A2	protein_coding	OTTHUMG00000034293.2	HGNC:31849	2	---	175.981	51.2858	461.41	131.062	80.0781	405.37	21.5461	71.3464	23.4589	53.1231
12	49002274	49024076	21802	-	ENSG00000288710.1	ENSG00000288710.1	ENSG00000288710	protein_coding	OTTHUMG00000170406.4	---	2	---	27.2639	58.3507	27.2867	0.153767	36.3585	36.1763	42.8319	20.7354	9.3546	3.65404
21	34511122	34614914	103792	-	ENSG00000288711.1	ENSG00000288711.1	ENSG00000288711	protein_coding	---	---	2	---	6.39928	9.39396	0.0654392	4.34337e-18	0.092218	6.08652	1.04243e-07	1.49871e-27	0.45313	12.9632
22	42183827	42207601	23774	-	ENSG00000288719.1	ENSG00000288719.1	ENSG00000288719	lncRNA	---	---	2	---	3	0	0	2	0	2	1	5	1	1
3	45795970	45863929	67959	+	ENSG00000288720.2	ENSG00000288720.2	ENSG00000288720	lncRNA	---	---	2	---	0	5.03343	0	0	4.0182	2.00815	5	0	2.01653	2.02255
6	41793314	41921140	127826	-	ENSG00000288721.1	ENSG00000288721.1	ENSG00000288721	protein_coding	OTTHUMG00000014688.10	---	2	---	9.3273e-06	6.06232	6.20579	4.17768	7.72862	22.1704	8.32232	4.94733e-24	0.0262166	4.13693
X	154886355	154888062	1707	+	ENSG00000288722.1	ENSG00000288722.1	F8A1	protein_coding	OTTHUMG00000013500.3	HGNC:3547	2	---	528.507	510.724	1680.75	2528.48	1650.55	1163.19	2108.04	1557.53	783.123	567.865
16	56430556	56501498	70942	-	ENSG00000288725.1	ENSG00000288725.1	ENSG00000288725	protein_coding	---	---	2	---	1.06956	0.0876825	4.9702	3.11234	43.92	10.5369	21.708	0.409714	4.91434	1.41587
19	35435765	35436510	745	-	ENSG00000288731.1	ENSG00000288731.1	ENSG00000288731	lncRNA	---	---	2	---	0	0	4	1	0	3	2	0	0	5
5	172807437	172808065	628	+	ENSG00000288737.2	ENSG00000288737.2	ENSG00000288737	lncRNA	---	---	2	---	1	2	5	51	2	8	1	4	6	1
1	211605839	211606580	741	-	ENSG00000288738.1	ENSG00000288738.1	ENSG00000288738	lncRNA	---	---	2	---	3	3	7	2	3	7	1	10	0	2
5	89301289	89303090	1801	-	ENSG00000288740.1	ENSG00000288740.1	ENSG00000288740	lncRNA	---	---	2	---	1	5	5	21	15	23	28	19	14	6
5	80256200	80258041	1841	+	ENSG00000288741.1	ENSG00000288741.1	ENSG00000288741	lncRNA	---	---	2	---	17	35	37	20	15	17	32	6	14	9
19	54373916	54376089	2173	-	ENSG00000288742.2	ENSG00000288742.2	ENSG00000288742	lncRNA	---	---	2	---	0	57	7	8	5	15	1	0	0	1
13	49235513	49247841	12328	-	ENSG00000288743.1	ENSG00000288743.1	ENSG00000288743	lncRNA	---	---	2	---	27	18	45	40	9	15	7	9	5	10
7	44043567	44045189	1622	-	ENSG00000288746.2	ENSG00000288746.2	ENSG00000288746	lncRNA	---	---	2	---	29.9493	37.475	60.3628	48.048	50.0531	44.6621	31.6353	25	18.9131	41.1729
17	7836482	7837824	1342	+	ENSG00000288748.1	ENSG00000288748.1	ENSG00000288748	lncRNA	---	---	2	---	2	18	3	1	10	16	14	0	11	4
8	98045653	98047472	1819	+	ENSG00000288752.2	ENSG00000288752.2	ENSG00000288752	lncRNA	---	---	2	---	2	2	2	1	1	5	8	0	1	5.99993
8	77000170	77008112	7942	+	ENSG00000288756.2	ENSG00000288756.2	ENSG00000288756	lncRNA	---	---	2	---	0	0	0	2	2	9	1	0	0	3
10	123997144	123997463	319	-	ENSG00000288757.1	ENSG00000288757.1	ENSG00000288757	lncRNA	---	---	2	---	8	30	12	56	10	16	15	55	11	3
5	133239988	133241251	1263	+	ENSG00000288758.2	ENSG00000288758.2	ENSG00000288758	lncRNA	---	---	2	---	1	0	2	1	6	9	5	2	3	8
X	47129317	47131201	1884	+	ENSG00000288759.2	ENSG00000288759.2	ENSG00000288759	lncRNA	---	---	2	---	0	2	2	0	0	5	8	1	0	1
14	76927972	76948761	20789	-	ENSG00000288762.1	ENSG00000288762.1	ENSG00000288762	lncRNA	---	---	2	---	1	13	7	56	5	1	0	8	0	0
5	159262272	159263267	995	-	ENSG00000288764.2	ENSG00000288764.2	ENSG00000288764	lncRNA	---	---	2	---	5	2	1	4	0	0	3	3	4	3
13	33679474	33687176	7702	+	ENSG00000288767.2	ENSG00000288767.2	ENSG00000288767	lncRNA	---	---	2	---	10	1	14	17	19	0	6	33	6	2
9	68956690	68975896	19206	-	ENSG00000288771.2	ENSG00000288771.2	ENSG00000288771	lncRNA	---	---	2	---	21	296	45	521	155	106	205	63	81	103
22	36220572	36222145	1573	+	ENSG00000288778.2	ENSG00000288778.2	ENSG00000288778	lncRNA	---	---	2	---	30	4	4	7	77	64	41	15	44	10
7	144183466	144186081	2615	+	ENSG00000288784.1	ENSG00000288784.1	CTAGE4	protein_coding	OTTHUMG00000157997.1	HGNC:24772	2	---	0.585215	6.16952	7.9558	0.0715366	24.7545	7.26655	20.9925	16.5432	4.46003	0.0433886
19	32206057	32222485	16428	+	ENSG00000288790.1	ENSG00000288790.1	ENSG00000288790	lncRNA	---	---	2	---	4	0	6	4	1	5	7	0	0	2
4	73981074	73988191	7117	-	ENSG00000288796.1	ENSG00000288796.1	ENSG00000288796	protein_coding	---	---	2	---	92.716	0.480553	196.5	426.698	86.3158	56.3735	98.9015	241.504	22.5421	48.3034
14	73592139	73595767	3628	+	ENSG00000288797.1	ENSG00000288797.1	ENSG00000288797	lncRNA	---	---	2	---	0	0	1	3	7.35484e-05	1	9	0	0	1.99989e-07
16	53518402	53519512	1110	-	ENSG00000288801.1	ENSG00000288801.1	ENSG00000288801	lncRNA	---	---	2	---	4	3	4	9	3	2	2	0	0	0
1	65067808	65069454	1646	+	ENSG00000288804.1	ENSG00000288804.1	ENSG00000288804	lncRNA	---	---	2	---	5	3	4	2	14	9	7	4	8	3
22	18349942	18361191	11249	+	ENSG00000288811.2	ENSG00000288811.2	ENSG00000288811	lncRNA	---	---	2	---	2.13879	0	2.50152	0	2.79493	1.34575	6.25713	3.27891	5.01477	5.22227e-28
19	20636211	20637039	828	-	ENSG00000288815.1	ENSG00000288815.1	ENSG00000288815	lncRNA	---	---	2	---	0	9	1	0	3	1	6	2	4	1
X	12972878	12973567	689	-	ENSG00000288817.1	ENSG00000288817.1	ENSG00000288817	lncRNA	---	---	2	---	1	3	0	4	11	8	3	7	2	1
8	52714605	52716276	1671	+	ENSG00000288818.1	ENSG00000288818.1	ENSG00000288818	lncRNA	---	---	2	---	1	1	9	3	2	3	0	1	5	2
2	218368113	218368858	745	+	ENSG00000288819.2	ENSG00000288819.2	ENSG00000288819	lncRNA	---	---	2	---	33	159	175	481	78	107	123	64	37	42
14	24195709	24196392	683	+	ENSG00000288820.2	ENSG00000288820.2	ENSG00000288820	lncRNA	---	---	2	---	8	10	15	18	22	34	24	7	15	10
10	73780624	73782012	1388	-	ENSG00000288823.1	ENSG00000288823.1	ENSG00000288823	lncRNA	---	---	2	---	4	8	9	9	5	0	10	6	6	2
1	149842218	149842751	533	-	ENSG00000288825.1	ENSG00000288825.1	H2AC18	protein_coding	OTTHUMG00000188678.1	HGNC:4736	2	---	1804.24	1136.29	2817.93	7471.09	1011.27	1452.64	1079.1	2228.11	477.316	691.507
1	100036632	100038043	1411	-	ENSG00000288826.1	ENSG00000288826.1	ENSG00000288826	lncRNA	---	---	2	---	6	8	31	8	4	22	6	16	6	0
19	47349355	47350225	870	+	ENSG00000288827.1	ENSG00000288827.1	ENSG00000288827	lncRNA	---	---	2	---	186	214	200	15	227	449	464	4	179	110
6	170534544	170535018	474	-	ENSG00000288829.1	ENSG00000288829.1	ENSG00000288829	lncRNA	---	---	2	---	4	8	14	14	20	17	10	17	6	6
X	21652655	21654302	1647	-	ENSG00000288832.1	ENSG00000288832.1	ENSG00000288832	lncRNA	---	---	2	---	0	0	3.94536	1	0.0280618	0.258675	0.471811	2	0.00285028	2.63313
11	102346213	102347211	998	-	ENSG00000288833.2	ENSG00000288833.2	ENSG00000288833	lncRNA	---	---	2	---	6	7	17	21	6	10	10	44	4	16
22	49630511	49631372	861	+	ENSG00000288834.2	ENSG00000288834.2	ENSG00000288834	lncRNA	---	---	2	---	1	2	1	0	3	7	2	0	0	0
6	144139977	144141642	1665	+	ENSG00000288836.1	ENSG00000288836.1	ENSG00000288836	lncRNA	---	---	2	---	251	169	114	69	38	49	81	47	49	11
9	62798861	62801314	2453	-	ENSG00000288838.1	ENSG00000288838.1	ENSG00000288838	lncRNA	---	---	2	---	46	30	126	60	219	459	454.001	135	324	74
18	13744159	13745778	1619	+	ENSG00000288839.1	ENSG00000288839.1	ENSG00000288839	lncRNA	---	---	2	---	1	2	2	0	1	5	6	0	2	0
6	159045152	159046176	1024	+	ENSG00000288845.1	ENSG00000288845.1	ENSG00000288845	lncRNA	---	---	2	---	1	2	0	0	6	2	2	1	2	0
16	83808101	83916174	108073	+	ENSG00000288849.1	ENSG00000288849.1	ENSG00000288849	lncRNA	---	---	2	---	13.2555	11.6883	48.2055	17.9334	82.7052	127.358	93.4125	18.4661	51.646	51.8264
6	24720322	24720640	318	+	ENSG00000288851.1	ENSG00000288851.1	ENSG00000288851	lncRNA	---	---	2	---	76	198	176	68	280	371	281	19	100	120
11	64183353	64184739	1386	-	ENSG00000288852.1	ENSG00000288852.1	ENSG00000288852	lncRNA	---	---	2	---	4	1	9	9	15	11	29	8	1	4
11	78314796	78319237	4441	+	ENSG00000288853.1	ENSG00000288853.1	ENSG00000288853	lncRNA	---	---	2	---	197	166	95	370	20	14	3	21	6	7
X	40171944	40173076	1132	+	ENSG00000288856.2	ENSG00000288856.2	ENSG00000288856	lncRNA	---	---	2	---	0	0	0	3	1	5	0	0	0	1
2	85594864	85595587	723	-	ENSG00000288858.2	ENSG00000288858.2	ENSG00000288858	lncRNA	---	---	2	---	0	1	2	4	3	2	5	4	3	2
1	149851061	149851595	534	+	ENSG00000288859.1	ENSG00000288859.1	H2AC19	protein_coding	OTTHUMG00000012097.1	HGNC:29668	2	---	1267.44	741.56	2126.79	5479.18	480.575	757.19	1056.75	1623.6	309.525	615.315
6	6885713	6887258	1545	+	ENSG00000288860.1	ENSG00000288860.1	ENSG00000288860	lncRNA	---	---	2	---	2	11	2	2	8	3	5	1	2	5
15	32613860	32697096	83236	+	ENSG00000288864.1	ENSG00000288864.1	ARHGAP11A-SCG5	protein_coding	---	HGNC:56310	2	---	7.36632	1.73887e-15	2.62542	7.64842e-34	4.49313	1.09189e-11	3.00936	1.78879	0	2.0858e-05
3	121749202	121751185	1983	+	ENSG00000288868.2	ENSG00000288868.2	ENSG00000288868	lncRNA	---	---	2	---	0	2.9636	4.69475	2	8.95213e-34	2.50363	0	1	0	0
2	69789544	69799009	9465	-	ENSG00000288869.2	ENSG00000288869.2	SMANTIS	lncRNA	---	HGNC:54417	2	---	5	3	15	8	15	13	11	23	4	11
22	50244637	50247015	2378	+	ENSG00000288871.2	ENSG00000288871.2	ENSG00000288871	lncRNA	---	---	2	---	5.52399	16.3332	17.2427	46.1879	68.2816	52.1843	39.163	39.7788	23.1493	21.3158
9	136848770	136849649	879	-	ENSG00000288873.2	ENSG00000288873.2	ENSG00000288873	lncRNA	---	---	2	---	0	0	1.47665e-08	5.32442	2.4749	1.87307e-07	6.64467e-25	4.73666e-13	0	3
10	88101929	88104411	2482	-	ENSG00000288875.2	ENSG00000288875.2	ENSG00000288875	lncRNA	---	---	2	---	3	79	17	25	122	138	75	15	96	26
1	150629814	150635734	5920	+	ENSG00000288880.2	ENSG00000288880.2	ENSG00000288880	lncRNA	---	---	2	---	0	1	1	4	1	2	2	0	2	0
7	142716831	142719235	2404	+	ENSG00000288882.2	ENSG00000288882.2	ENSG00000288882	lncRNA	---	---	2	---	34	1	44	18	26	29	36	12	3	17
21	45555648	45556596	948	+	ENSG00000288885.2	ENSG00000288885.2	ENSG00000288885	lncRNA	---	---	2	---	16	11	20	47	20	21	34	20	14	4
2	42792299	42795079	2780	+	ENSG00000288886.2	ENSG00000288886.2	ENSG00000288886	lncRNA	---	---	2	---	6	10	14	19	13	30	35	2	25	6
6	24936045	24950494	14449	+	ENSG00000288887.2	ENSG00000288887.2	ENSG00000288887	lncRNA	---	---	2	---	333	804	792	662	340	482	298	257	201	218
4	77056585	77057630	1045	+	ENSG00000288888.1	ENSG00000288888.1	ENSG00000288888	lncRNA	---	---	2	---	1	5	0	0	9	4	6	0	4	4
5	123619519	123620541	1022	+	ENSG00000288890.1	ENSG00000288890.1	ENSG00000288890	lncRNA	---	---	2	---	3	0	0	0	2	2	1	3	0	1
9	41358861	41505188	146327	+	ENSG00000288891.2	ENSG00000288891.2	ENSG00000288891	lncRNA	---	---	2	---	15.928	4	25.3449	7.61007	20	46.093	13.2557	1	5	9.66677
17	63550603	63608348	57745	+	ENSG00000288894.1	ENSG00000288894.1	ENSG00000288894	protein_coding	---	---	2	---	4.25259	7.83075	38.7777	6.46035	11.2747	10.8853	3.45341	2.43806	0.394372	46.5771
19	57297511	57298392	881	+	ENSG00000288899.1	ENSG00000288899.1	ENSG00000288899	lncRNA	---	---	2	---	0	0	0	0	4	11	4	0	2	0
2	191677213	191677864	651	-	ENSG00000288900.1	ENSG00000288900.1	ENSG00000288900	lncRNA	---	---	2	---	15	28	39	77	64	49	49	55	64	18
6	4017266	4018773	1507	-	ENSG00000288904.2	ENSG00000288904.2	ENSG00000288904	lncRNA	---	---	2	---	1	7	3	0	2	4	5	0	0	0
1	144716025	144758299	42274	+	ENSG00000288905.2	ENSG00000288905.2	LSP1P5	lncRNA	---	---	2	---	6.22695	1.08602	17.1785	37.5626	13.4966	12.5645	12.4285	17.2298	6.05597	6.694
X	48958643	48959774	1131	+	ENSG00000288908.1	ENSG00000288908.1	ENSG00000288908	lncRNA	---	---	2	---	10	1	8	8	14	4	6	13	1	5
17	43388391	43389855	1464	+	ENSG00000288909.2	ENSG00000288909.2	ENSG00000288909	lncRNA	---	---	2	---	2.07984e-16	2	3	1	3.8918e-23	7.42908	3.1584	9	2.18751	7.4084
5	40798394	40799130	736	+	ENSG00000288911.2	ENSG00000288911.2	ENSG00000288911	lncRNA	---	---	2	---	3	2	6	1	3	4	1	0	0	2
4	110197678	110198403	725	+	ENSG00000288913.2	ENSG00000288913.2	ENSG00000288913	lncRNA	---	---	2	---	0	0	3	3	3	1	0	3	0	0
10	6492482	6493372	890	+	ENSG00000288915.1	ENSG00000288915.1	ENSG00000288915	lncRNA	---	---	2	---	1	7	1	34	5	6	11	9	1	4
18	36128046	36129341	1295	-	ENSG00000288917.1	ENSG00000288917.1	ENSG00000288917	lncRNA	---	---	2	---	1.05619	2.09061	5.19714	1.12203	1.05688	2.0716	1.03202	0	2.08901	0
19	39402842	39404201	1359	+	ENSG00000288919.1	ENSG00000288919.1	ENSG00000288919	lncRNA	---	---	2	---	14	60	18	50	3	28	31	15	8	5
19	23762944	23871163	108219	+	ENSG00000288920.1	ENSG00000288920.1	RPSAP58	protein_coding	OTTHUMG00000158122.3	HGNC:36809	2	---	107.491	27.5905	1027.72	453.656	415.293	752.159	571.977	981.46	122.079	298.242
9	129891881	129893639	1758	-	ENSG00000288924.1	ENSG00000288924.1	ENSG00000288924	lncRNA	---	---	2	---	182	150	465	254	333	344	439	170	163	122
1	203290128	203290501	373	-	ENSG00000288925.1	ENSG00000288925.1	ENSG00000288925	lncRNA	---	---	2	---	1	4	5	17	0	1	1	3	2	2
3	31530910	31532420	1510	-	ENSG00000288926.2	ENSG00000288926.2	ENSG00000288926	lncRNA	---	---	2	---	3	1	13	7	5	6	9	12	0	3
14	61711207	61712973	1766	+	ENSG00000288928.1	ENSG00000288928.1	ENSG00000288928	lncRNA	---	---	2	---	4	18	2	0	6	5	10	2	4	0
2	64273709	64291657	17948	+	ENSG00000288932.2	ENSG00000288932.2	ENSG00000288932	lncRNA	---	---	2	---	108	298	209	253	283	354	293	130	224	289
10	113844406	113854474	10068	+	ENSG00000288933.2	ENSG00000288933.2	ENSG00000288933	lncRNA	---	---	2	---	2.79714e-11	0	1.32749e-20	4	1.97204	2.20253e-06	2	7.68817e-39	1	3.88566
1	204411365	204412420	1055	+	ENSG00000288934.2	ENSG00000288934.2	ENSG00000288934	lncRNA	---	---	2	---	4.37554	8.23362e-24	9.82924	4.03977	11.4765	3.16527	3.19336	2.00434	1.30682e-21	7.28819e-28
2	32039839	32040943	1104	+	ENSG00000288937.2	ENSG00000288937.2	ENSG00000288937	lncRNA	---	---	2	---	0	2	12	0	5	0	6	1	2	6
18	9102011	9102493	482	-	ENSG00000288939.1	ENSG00000288939.1	ENSG00000288939	lncRNA	---	---	2	---	0	0	4	4	0	0	3	1	3	1
19	52699353	52700661	1308	-	ENSG00000288953.1	ENSG00000288953.1	ENSG00000288953	lncRNA	---	---	2	---	3	22	30	81	96	75	82	83	26	30
